Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
JKM ENTERPRISES INDIA	1453.00	3	7-8 days	0.0	1.0	3.5	67%	0	0	0	2020-08-02 00:24:17.749392
Click At Luggage	1480.00	714		27.0	1.0186	4.5	95%	1	0	0	2020-08-02 00:24:17.749392
Olympia Industries Ltd	1486.00			33.0	1.0227	4.5	89%	1	0	1	2020-08-02 00:24:17.749392
Desert Retail	1596.00	28		143.0	1.0984	4	79%	0	0	0	2020-08-02 00:24:17.749392
E-TECH RETAIL	1599.00	1	8-10 days	146.0	1.1005	5	100%	0	0	0	2020-08-02 00:24:17.749392
Backpack World	1650.00			197.0	1.1356	4	85%	0	0	0	2020-08-02 00:24:17.749392
Nasher Miles Private Limited	1699.00			246.0	1.1693	5	97%	1	0	0	2020-08-02 00:24:17.749392
Net Distribution Services Pvt Ltd	1700.00	779		247.0	1.17	4.5	86%	1	0	0	2020-08-02 00:24:17.749392
CONCEPTENTERPRISES	1799.00		7-8 days	346.0	1.2381			0	0	0	2020-08-02 00:24:17.749392
LAHAR SELECTION	1999.00		8-9 days	546.0	1.3758			0	0	0	2020-08-02 00:24:17.749392
The Skool Shoppe	2080.00		9-10 days	627.0	1.4315			0	0	0	2020-08-02 00:24:17.749392
