Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	749.00			0.0	1.0	4.5	89%	1	1	1	2020-08-02 00:24:17.749392
Puma Sports India	1259.00			510.0	1.6809	4	78%	0	0	0	2020-08-02 00:24:17.749392
