Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	947.00			0.0	1.0	4.5	89%	1	1	1	2020-08-30 00:08:48.707155
LAVIE*	949.00	2		2.0	1.0021	4	100%	0	0	0	2020-08-30 00:08:48.707155
M/S CRAFT CENTER	1150.00	7	6-7 days	203.0	1.2144	4.5	71%	0	0	0	2020-08-30 00:08:48.707155
