Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1239.00			0.0	1.0	4.5	89%	1	1	1	2020-09-05 21:55:04.538284
Parate Bag House	1299.00			60.0	1.0484			0	0	0	2020-09-05 21:55:04.538284
Bombay Bag House	1399.00			160.0	1.1291			0	0	0	2020-09-05 21:55:04.538284
Olympia Industries Ltd	1460.00			221.0	1.1784	4.5	89%	1	0	0	2020-09-05 21:55:04.538284
