Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Appario Retail Private Ltd	881.00			0.0	1.0	4.5	88%	1	1	1	2020-09-04 21:42:27.737721
iStuff365	979.00			98.0	1.1112	4	84%	1	0	0	2020-09-04 21:42:27.737721
