Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1174.00	81		0.0	1.0	4.5	86%	1	0	1	2020-08-01 10:40:45.380731
Atlantic LLC	1174.00	70		0.0	1.0	4	82%	1	0	0	2020-08-01 10:40:45.380731
Olympia Industries Ltd	1194.00			20.0	1.017	4.5	89%	1	0	0	2020-08-01 10:40:45.380731
Cloudtail India	1395.00			221.0	1.1882	4.5	89%	1	1	0	2020-08-01 10:40:45.380731
Shantam International	1445.00	6		271.0	1.2308	4	83%	0	0	0	2020-08-01 10:40:45.380731
Discount Junction	1799.00	417		625.0	1.5324	3.5	61%	0	0	0	2020-08-01 10:40:45.380731
Timex Avtansh	1799.00	2		625.0	1.5324	5	100%	0	0	0	2020-08-01 10:40:45.380731
BAGSANDLUGGAGE	2000.00	36	11-15 days	826.0	1.7036	2.5	45%	0	0	0	2020-08-01 10:40:45.380731
