Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	699.00			0.0	1.0	4.5	89%	1	1	1	2020-08-28 10:56:15.252981
Olympia Industries Ltd	1078.00			379.0	1.5422	4.5	89%	1	0	0	2020-08-28 10:56:15.252981
