Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Fossil India Gurgaon	14295.00	22	6-7 days	0.0	1.0	2.5	45%	0	0	1	2020-07-14 23:34:53.882162
Fossil India Forum Kormangla	14295.00	1	5-6 days	0.0	1.0	4	100%	0	0	0	2020-07-14 23:34:53.882162
Fossil India New Delhi	14295.00	4	5-6 days	0.0	1.0	2	25%	0	0	0	2020-07-14 23:34:53.882162
Coracle India	14295.00	777	8-9 days	0.0	1.0	3.5	63%	0	0	0	2020-07-14 23:34:53.882162
