Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Olympia Industries Ltd	790.00			0.0	1.0	4.5	89%	1	0	1	2020-07-16 11:29:16.596785
Buy More	875.00			85.0	1.1076	4	84%	1	0	0	2020-07-16 11:29:16.596785
Big Bazaar	1250.00			460.0	1.5823	3	56%	1	0	0	2020-07-16 11:29:16.596785
