Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
AnandEnterprisesForU	1649.00	11		0.0	1.0	3.5	73%	1	0	0	2020-07-15 13:01:31.999148
Cloudtail India	1651.00			2.0	1.0012	4.5	90%	1	1	1	2020-07-15 13:01:31.999148
SanSac Global	1699.00	8		50.0	1.0303	2.5	50%	1	0	0	2020-07-15 13:01:31.999148
E-TECH RETAIL	1700.00	1	8-11 days	51.0	1.0309	5	100%	0	0	0	2020-07-15 13:01:31.999148
