Price + Delivery	Condition	Seller Information	Delivery
  990.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Catchy Bags | 4.5 out of 5 stars  | 94% positive | 124 total rating	Fullfilled by Amazon
  990.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Atlantic LLC | 4 out of 5 stars  | 81% positive | 70 total rating	Fullfilled by Amazon
  1,008.90 | Prime : No | FREE Delivery | FREE Delivery.	New	MORE BUY | 3 out of 5 stars  | 50% positive | 39 total rating	Not fulfilled by Amazon | 8-10 days
  1,083.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Cloudtail India | 4.5 out of 5 stars  | 89% positive | 1,324,935 total rating	Fullfilled by Amazon
  1,185.00 | Prime : No | FREE Delivery | FREE Delivery.	New	Digitaly yours | 3 out of 5 stars  | 53% positive. | 36 total rating	Not fulfilled by Amazon | 9-10 days
  1,199.00 | Prime : No | FREE Delivery | FREE Delivery.	New	Backpack World | 4 out of 5 stars  | 81% positive | 1,276 total rating	Not fulfilled by Amazon | 6-8 days
  1,350.00 | Prime : No | FREE Delivery | +   99.00 Delivery	New	BagStop | 3.5 out of 5 stars  | 57% positive. | 58 total rating	Not fulfilled by Amazon | 9-10 days
  1,499.00 | Prime : No | FREE Delivery | FREE Delivery.	New	cloudind | 4.5 out of 5 stars  | 94% positive | 1,180 total rating	Not fulfilled by Amazon | 6-8 days
  1,500.00 | Prime : No | FREE Delivery | +   30.00 Delivery	New	Harricane | 3.5 out of 5 stars  | 66% positive | 256 total rating	Not fulfilled by Amazon | 8-9 days
  1,550.00 | Prime : No | FREE Delivery | FREE Delivery.	New	TRENZY WORLD | 4 out of 5 stars  | 100% positive. | 1 ratin	Not fulfilled by Amazon | 10-11 days
  1,590.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Brands India | 4 out of 5 stars  | 89% positive | 253 total rating	Fullfilled by Amazon
  1,960.00 | Prime : No | FREE Delivery | FREE Delivery.	New	V-THREE | 4 out of 5 stars  | 75% positive | 4 total rating	Not fulfilled by Amazon | 5-8 days
  1,960.00 | Prime : No | FREE Delivery | FREE Delivery.	New	V-THREE | 4 out of 5 stars  | 75% positive | 4 total rating	Not fulfilled by Amazon | 5-8 days
  2,240.00 | Prime : No | FREE Delivery | +   200.00 Delivery	New	Purvas Shoppe | 4.5 out of 5 stars  | 95% positive. | 19 total rating	Not fulfilled by Amazon | 8-9 days
