Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	599.00			0.0	1.0	4.5	90%	1	1	1	2020-07-29 04:38:04.487201
LAVIE*	799.00	1	11-12 days	200.0	1.3339	4	100%	0	0	0	2020-07-29 04:38:04.487201
