Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	949.00			0.0	1.0	4.5	90%	1	1	1	2020-07-13 05:25:10.027736
LVDV	1999.00	13	8-9 days	1050.0	2.1064	4	69%	0	0	0	2020-07-13 05:25:10.027736
LAVIE*	2174.00	1		1225.0	2.2908	4	100%	0	0	0	2020-07-13 05:25:10.027736
