Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAGS HI BAG	1019.80	70		39.8	1.0406	4	71%	1	0	1	2020-07-13 04:31:56.208815
BAG STREET	1020.00	375		40.0	1.0408	4.5	91%	1	0	0	2020-07-13 04:31:56.208815
Nidhi bags	1020.00		3-7 days	40.0	1.0408			0	0	0	2020-07-13 04:31:56.208815
Supreme Sports & Uniforms	980.00		7-8 days	0.0	1.0	4.5	87%	0	0	0	2020-07-13 04:31:56.208815
EVAN	1130.00	62		150.0	1.1531	4.5	93%	1	0	0	2020-07-13 04:31:56.208815
THE CONNECT	1150.00		11-13 days	170.0	1.1735	4	75%	0	0	0	2020-07-13 04:31:56.208815
Deals7x24	1250.00	8	7-9 days	270.0	1.2755	4	74%	0	0	0	2020-07-13 04:31:56.208815
Desert Retail	1350.00	44	7-8 days	370.0	1.3776	4	79%	0	0	0	2020-07-13 04:31:56.208815
YATEE TRADING COMPANY	1358.00	28		378.0	1.3857	4	78%	1	0	0	2020-07-13 04:31:56.208815
Balaji E	1358.00	94		378.0	1.3857	4	76%	1	0	0	2020-07-13 04:31:56.208815
Ocean Bag	1330.00	34		350.0	1.3571	4.5	83%	0	0	0	2020-07-13 04:31:56.208815
BagStop	1351.00	6	8-9 days	371.0	1.3786	3.5	57%	0	0	0	2020-07-13 04:31:56.208815
eLITESPORTS	1506.00	58		526.0	1.5367	4.5	90%	0	0	0	2020-07-13 04:31:56.208815
cloudind	1649.00	592		669.0	1.6827	4.5	87%	0	0	0	2020-07-13 04:31:56.208815
Brands India	1690.00			710.0	1.7245	4.5	89%	1	0	0	2020-07-13 04:31:56.208815
SmileyEbiz	1699.00	247	6-7 days	719.0	1.7337	1	0%	0	0	0	2020-07-13 04:31:56.208815
V-THREE	1832.00	1		852.0	1.8694	4	75%	0	0	0	2020-07-13 04:31:56.208815
SmileyEbiz	1849.00	4	6-7 days	869.0	1.8867	1	0%	0	0	0	2020-07-13 04:31:56.208815
gsienterprises	1832.00	1	7-8 days	852.0	1.8694	3	50%	0	0	0	2020-07-13 04:31:56.208815
The Skool Shoppe	1961.00	6	7-9 days	981.0	2.001			0	0	0	2020-07-13 04:31:56.208815
