Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
HEXA A STORE	2699.00	36		0.0	1.0	2.5	45%	0	0	0	2020-08-03 08:02:26.948411
Cloudtail India	2721.00			22.0	1.0082	4.5	89%	1	1	1	2020-08-03 08:02:26.948411
