Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India SLP	22314.00		22-29 days	0.0	1.0	3	44%	0	0	0	2020-08-03 23:21:00.317184
Cart2India Online	22314.00		22-29 days	0.0	1.0	3	46%	0	0	0	2020-08-03 23:21:00.317184
Kiron	39295.00	477	30-44 days	16981.0	1.761	5	100%	0	0	0	2020-08-03 23:21:00.317184
