Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Net Distribution Services Pvt Ltd	1375.00	776		0.0	1.0	4.5	85%	1	0	0	2020-07-16 14:21:33.057680
Cloudtail India	1376.00			1.0	1.0007	4.5	90%	1	1	1	2020-07-16 14:21:33.057680
FASHION BAG KOTA	1549.00	1	10-11 days	174.0	1.1265	1	0%	0	0	0	2020-07-16 14:21:33.057680
