Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	404.00			0.0	1.0	4.5	89%	1	1	1	2020-08-25 19:59:17.991833
HMINTERNATIONAL	599.00	678		195.0	1.4827	4.5	85%	1	0	0	2020-08-25 19:59:17.991833
