Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1269.00	20		0.0	1.0	4	80%	1	0	0	2020-08-25 19:59:17.991833
EVAN	1270.00			1.0	1.0008	4.5	94%	1	0	1	2020-08-25 19:59:17.991833
Catchy Bags	1270.00	124		1.0	1.0008	4.5	94%	1	0	0	2020-08-25 19:59:17.991833
JKM ENTERPRISES INDIA	1349.00	4	7-8 days	80.0	1.063	3.5	75%	0	0	0	2020-08-25 19:59:17.991833
Earth industries	1349.00	30	7-8 days	80.0	1.063	3	42%	0	0	0	2020-08-25 19:59:17.991833
E-Shop Retail	1397.00	84		128.0	1.1009	4.5	88%	1	0	0	2020-08-25 19:59:17.991833
TODAY'S DEAL	1397.00			128.0	1.1009	4	80%	1	0	0	2020-08-25 19:59:17.991833
DEALS AMAZING	1397.00			128.0	1.1009	4	77%	1	0	0	2020-08-25 19:59:17.991833
Safari's luggage world	1918.00	27	7-8 days	649.0	1.5114	4	74%	0	0	0	2020-08-25 19:59:17.991833
gsienterprises	1918.00	6	6-7 days	649.0	1.5114	3	50%	0	0	0	2020-08-25 19:59:17.991833
