Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	399.00			0.0	1.0	4.5	89%	1	1	1	2020-08-28 05:40:24.154944
Bombay Bag House	499.00		7-8 days	100.0	1.2506			0	0	0	2020-08-28 05:40:24.154944
