Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1599.00			0.0	1.0	4.5	89%	1	1	1	2020-08-28 05:40:24.154944
Nasher Miles Private Limited	1799.00			200.0	1.1251	5	97%	1	0	0	2020-08-28 05:40:24.154944
