Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Olympia Industries Ltd	523.00			0.0	1.0	4.5	90%	1	0	1	2020-07-13 08:26:42.382119
Cloudtail India	569.00			46.0	1.088	4.5	90%	1	1	0	2020-07-13 08:26:42.382119
Discount Junction	899.00	408		376.0	1.7189	3.5	64%	0	0	0	2020-07-13 08:26:42.382119
Timex Avtansh	899.00	1	6-7 days	376.0	1.7189	5	100%	0	0	0	2020-07-13 08:26:42.382119
