Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
POLESTAR-BAGS	467.00			0.0	1.0	4.5	95%	1	0	1	2020-07-12 21:29:18.532923
BLRF	699.00			232.0	1.4968			0	0	0	2020-07-12 21:29:18.532923
Beautifulwomen	999.00		7-8 days	532.0	2.1392			0	0	0	2020-07-12 21:29:18.532923
SANJALREJA PVT LTD	1099.00		2-5 days	632.0	2.3533			0	0	0	2020-07-12 21:29:18.532923
HARVINGH STORE	1399.00		1-4 days	932.0	2.9957			0	0	0	2020-07-12 21:29:18.532923
MUKHTAR MULTIPLE STORE	1399.00		1-4 days	932.0	2.9957			0	0	0	2020-07-12 21:29:18.532923
