Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Alepa Technologies	1939.00	171		0.0	1.0	4	79%	1	0	1	2020-08-28 08:17:57.556962
Atlantic LLC	1940.00	70		1.0	1.0005	4	82%	1	0	0	2020-08-28 08:17:57.556962
TPS Technologies	1940.00			1.0	1.0005	4.5	90%	1	0	0	2020-08-28 08:17:57.556962
Appario Retail Private Ltd	2024.00			85.0	1.0438	4.5	88%	1	1	0	2020-08-28 08:17:57.556962
