Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
PHOTOSYSTEMS INDIA	10000.00	156	5-7 days	0.0	1.0	4.5	92%	0	0	1	2020-08-28 08:17:57.556962
All Shoppers Choice	49914.00	200	24-32 days	39914.0	4.9914	4	71%	0	0	0	2020-08-28 08:17:57.556962
