Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
GadgetZone2020	13999.00			0.0	1.0	4.5	87%	1	0	1	2020-07-16 04:19:57.643564
FotoCart dot in	17882.00	402		3883.0	1.2774	4	81%	1	0	0	2020-07-16 04:19:57.643564
