Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1264.00			0.0	1.0	4.5	89%	1	1	1	2020-07-31 11:49:24.882016
Big Bazaar	1399.00			135.0	1.1068	3.5	58%	1	0	0	2020-07-31 11:49:24.882016
