Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic Shoppe	14990.00	476		0.0	1.0	5	100%	1	0	1	2020-07-16 07:04:17.146364
Future Forward India	14990.00	288		0.0	1.0	4	77%	1	0	0	2020-07-16 07:04:17.146364
