Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1299.00			0.0	1.0	4.5	90%	1	1	1	2020-07-16 07:04:17.146364
Discount Junction	1749.00	410		450.0	1.3464	3.5	64%	0	0	0	2020-07-16 07:04:17.146364
Timex Avtansh	1749.00	1	6-7 days	450.0	1.3464	5	100%	0	0	0	2020-07-16 07:04:17.146364
