Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
COSMUS BAGS PVT LTD	345.00			0.0	1.0	4.5	94%	1	0	1	2020-08-03 03:48:33.431045
COSMUS BAGS PVT LTD	375.00			30.0	1.087	4.5	94%	0	0	1	2020-08-03 03:48:33.431045
