Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	722.00			0.0	1.0	4.5	90%	1	1	1	2020-07-15 03:11:31.994447
Buy More	996.00			274.0	1.3795	4	84%	1	0	0	2020-07-15 03:11:31.994447
