Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
TheReliableStore	8668.00	870		0.0	1.0	4	76%	1	0	1	2020-07-28 19:11:35.479387
GadgetZone2020	8670.00			2.0	1.0002	4.5	86%	1	0	0	2020-07-28 19:11:35.479387
Industrus Style	8700.00	7		32.0	1.0037	3.5	71%	0	0	0	2020-07-28 19:11:35.479387
