Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
MAY Store	24752.00		10-20 days	60.0	1.0024	3.5	58%	0	0	0	2020-07-28 19:11:35.479387
Cart2India SLP	24692.00		23-30 days	0.0	1.0	3	45%	0	0	0	2020-07-28 19:11:35.479387
Cart2India Online	24692.00		23-30 days	0.0	1.0	3	47%	0	0	0	2020-07-28 19:11:35.479387
Color Papers	27521.00		27-34 days	2829.0	1.1146	3.5	58%	0	0	0	2020-07-28 19:11:35.479387
Kiron	48910.00	477	33-47 days	24218.0	1.9808	5	100%	0	0	0	2020-07-28 19:11:35.479387
