Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAG STREETS	1215.00	387		0.0	1.0	4.5	91%	1	0	1	2020-09-01 07:52:48.748781
Harricane	1315.00	254		100.0	1.0823	3.5	64%	1	0	0	2020-09-01 07:52:48.748781
Cloudtail India	1361.00			146.0	1.1202	4.5	89%	1	1	0	2020-09-01 07:52:48.748781
Titan Company LTD	1695.00	140	5-6 days	480.0	1.3951	4.5	86%	0	0	0	2020-09-01 07:52:48.748781
