Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Color Papers	19409.00		27-34 days	0.0	1.0	3.5	58%	0	0	0	2020-07-30 18:47:56.361566
Kiron	19410.00	477	32-46 days	1.0	1.0001	5	100%	0	0	0	2020-07-30 18:47:56.361566
