Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1044.00	18		0.0	1.0	4	78%	1	0	0	2020-07-25 00:53:42.921854
DEALS AMAZING	1045.00			1.0	1.001	4	81%	1	0	1	2020-07-25 00:53:42.921854
E-Shop Retail	1046.00	80		2.0	1.0019	4.5	85%	1	0	0	2020-07-25 00:53:42.921854
Earth industries	1048.00	29		4.0	1.0038	3	44%	1	0	0	2020-07-25 00:53:42.921854
TODAY'S DEAL	1057.00			13.0	1.0125	4	80%	1	0	0	2020-07-25 00:53:42.921854
A Bags world	1059.50	62		15.5	1.0148	3.5	69%	1	0	0	2020-07-25 00:53:42.921854
BAGS HI BAG	1063.00	72		19.0	1.0182	3.5	69%	1	0	0	2020-07-25 00:53:42.921854
THE CONNECT	1066.00	8	11-12 days	22.0	1.0211	4	75%	0	0	0	2020-07-25 00:53:42.921854
E-TECH RETAIL	1099.00	1	12-13 days	55.0	1.0527	5	100%	0	0	0	2020-07-25 00:53:42.921854
cloudind	1130.00			86.0	1.0824	4.5	90%	0	0	0	2020-07-25 00:53:42.921854
Standard enterprise	1247.00	1	11-12 days	203.0	1.1944	4	100%	0	0	0	2020-07-25 00:53:42.921854
Viva Bags	1249.00	8	5-8 days	205.0	1.1964	4	75%	0	0	0	2020-07-25 00:53:42.921854
BagStop	1175.00	58		131.0	1.1255	3.5	57%	0	0	0	2020-07-25 00:53:42.921854
Backpack World	1290.00		5-8 days	246.0	1.2356	4.5	89%	0	0	0	2020-07-25 00:53:42.921854
PAXFUL	1299.00		10-12 days	255.0	1.2443			0	0	0	2020-07-25 00:53:42.921854
Deepsum Bags	1900.00		6-8 days	856.0	1.8199	5	100%	0	0	0	2020-07-25 00:53:42.921854
gsienterprises	1918.00	4	8-9 days	874.0	1.8372	3	50%	0	0	0	2020-07-25 00:53:42.921854
