Price + Delivery	Condition	Seller Information	Delivery
  1,145.00 | Prime : Yes |  |   1,145.00	New	Catchy Bags | 4.5 out of 5 stars  | 96% positive | 124 total rating	Fullfilled by Amazon
  1,149.00 | Prime : Yes |  |   1,149.00	New	Atlantic LLC | 4 out of 5 stars  | 83% positive | 70 total rating	Fullfilled by Amazon
  1,149.00 | Prime : No |  | FREE Delivery.	New	EFLIP BAGGSKART ECOMMERCE PVT LTD | 2.5 out of 5 stars  | 41% positive | 35 total rating	Not fulfilled by Amazon | 6-9 days
  1,185.00 | Prime : No |  | FREE Delivery.	New	Digitaly yours | 3 out of 5 stars  | 53% positive. | 36 total rating	Not fulfilled by Amazon | 7-9 days
  1,218.00 | Prime : No |  | FREE Delivery.	New	Backpack World | 4.5 out of 5 stars  | 94% positive | 1,268 total rating	Not fulfilled by Amazon | 5-6 days
  1,350.00 | Prime : No |  | +   99.00 Delivery	New	BagStop | 3.5 out of 5 stars  | 57% positive. | 58 total rating	Not fulfilled by Amazon | 9-10 days
  1,499.00 | Prime : No |  | FREE Delivery.	New	cloudind | 4.5 out of 5 stars  | 87% positive | 1,162 total rating	Not fulfilled by Amazon
  1,500.00 | Prime : No |  | +   30.00 Delivery	New	Harricane | 3.5 out of 5 stars  | 65% positive | 249 total rating	Not fulfilled by Amazon | 6-7 days
  1,550.00 | Prime : No |  | FREE Delivery.	New	Standard enterprise | 4 out of 5 stars  | 100% positive. | 1 ratin	Not fulfilled by Amazon
  1,590.00 | Prime : Yes |  |   1,590.00	New	Brands India | 4.5 out of 5 stars  | 89% positive | 248 total rating	Fullfilled by Amazon
  2,240.00 | Prime : No | +   70 | +   70.00 Delivery	New	gsienterprises | 3 out of 5 stars  | 50% positive. | 6 total rating	Not fulfilled by Amazon
  2,240.00 | Prime : No | +   70 | +   120.00 Delivery	New	Purvas Shoppe | 4.5 out of 5 stars  | 94% positive. | 18 total rating	Not fulfilled by Amazon | 6-7 days
