Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1120.00	70		0.0	1.0	4	82%	1	0	1	2020-07-31 02:47:26.961618
HAPPY BEAM	1120.00	2	11-12 days	0.0	1.0	3	50%	0	0	0	2020-07-31 02:47:26.961618
Cloudtail India	1248.00			128.0	1.1143	4.5	89%	1	1	0	2020-07-31 02:47:26.961618
