Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	5820.00			0.0	1.0	4.5	90%	1	1	1	2020-07-25 23:21:04.935301
Zero7 Enterprise	6410.00	169		590.0	1.1014	4.5	89%	1	0	0	2020-07-25 23:21:04.935301
