Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1476.00			0.0	1.0	4.5	89%	1	1	1	2020-08-29 00:57:15.277496
INFOCOM LTD	1551.00	59		75.0	1.0508	4	73%	0	0	0	2020-08-29 00:57:15.277496
