Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Catchy Bags	1155.00	124		0.0	1.0	4.5	96%	1	0	1	2020-07-14 20:29:20.187877
Atlantic LLC	1160.00	70		5.0	1.0043	4	83%	1	0	0	2020-07-14 20:29:20.187877
EFLIP BAGGSKART ECOMMERCE PVT LTD	1160.00	35		5.0	1.0043	2.5	41%	0	0	0	2020-07-14 20:29:20.187877
Digitaly yours	1185.00	36	8-9 days	30.0	1.026	3	53%	0	0	0	2020-07-14 20:29:20.187877
Backpack World	1218.00		6-7 days	63.0	1.0545	4.5	94%	0	0	0	2020-07-14 20:29:20.187877
BagStop	1350.00	58	8-9 days	195.0	1.1688	3.5	57%	0	0	0	2020-07-14 20:29:20.187877
cloudind	1499.00		5-6 days	344.0	1.2978	4.5	87%	0	0	0	2020-07-14 20:29:20.187877
Harricane	1500.00	249	7-8 days	345.0	1.2987	3.5	66%	0	0	0	2020-07-14 20:29:20.187877
Brands India	1590.00	247		435.0	1.3766	4.5	89%	1	0	0	2020-07-14 20:29:20.187877
Standard enterprise	1550.00	1	9-10 days	395.0	1.342	4	100%	0	0	0	2020-07-14 20:29:20.187877
gsienterprises	2240.00	6	8-9 days	1085.0	1.9394	3	50%	0	0	0	2020-07-14 20:29:20.187877
Purvas Shoppe	2240.00	18	6-7 days	1085.0	1.9394	4.5	94%	0	0	0	2020-07-14 20:29:20.187877
