Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
BAGS KART	890.00	76		0.0	1.0	4.5	94%	1	0	1	2020-07-14 20:29:20.187877
LUGGAGE ESSENTIALS	1050.00	5	7-8 days	160.0	1.1798	2	40%	0	0	0	2020-07-14 20:29:20.187877
Cloudtail India	1159.00			269.0	1.3022	4.5	90%	1	1	0	2020-07-14 20:29:20.187877
CJL COLLECTION	1124.00	9	7-8 days	234.0	1.2629	4	78%	0	0	0	2020-07-14 20:29:20.187877
Gulati marketing Corporation	1213.00	4	7-8 days	323.0	1.3629	5	100%	0	0	0	2020-07-14 20:29:20.187877
