Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Puma Sports India	999.00			0.0	1.0	4	79%	1	0	0	2020-07-24 08:23:40.873261
Cloudtail India	999.00			0.0	1.0	4.5	90%	1	1	1	2020-07-24 08:23:40.873261
