Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	699.00			0.0	1.0	4.5	90%	1	1	1	2020-07-17 06:39:16.326331
Envision Entertainment	899.00	250	6-9 days	200.0	1.2861	4.5	91%	0	0	0	2020-07-17 06:39:16.326331
