Price + Delivery	Condition	Seller Information	Delivery
  295.00 | Prime : Yes |  |   295.00	New	Barman Retail | 4.5 out of 5 stars  | 90% positive | 56 total rating	Fullfilled by Amazon
  320.00 | Prime : Yes |  |   320.00	New	BAGS KART | 4.5 out of 5 stars  | 92% positive | 79 total rating	Fullfilled by Amazon
  325.00 | Prime : Yes |  |   325.00	New	Cloudtail India | 4.5 out of 5 stars  | 89% positive | 1,315,759 total rating	Fullfilled by Amazon
  325.00 | Prime : Yes |  |   325.00	New	Desert Retail | 4 out of 5 stars  | 79% positive. | 28 total rating	Not fulfilled by Amazon
  369.00 | Prime : Yes |  |   369.00	New	Festivals.. | 3.5 out of 5 stars  | 60% positive | 5,834 total rating	Fullfilled by Amazon
  299.00 | Prime : No |  | +   100.00 Delivery	New	INDIA'S BEST COMPETITIVE PRICES | 2.5 out of 5 stars  | 35% positive | 34 total rating	Not fulfilled by Amazon | 10-11 days
  449.00 | Prime : Yes |  |   449.00	New	Easy Home Deals | 4 out of 5 stars  | 79% positive | 326 total rating	Fullfilled by Amazon
  475.00 | Prime : Yes |  |   475.00	New	Big Bazaar | 3.5 out of 5 stars  | 58% positive | 5,571 total rating	Fullfilled by Amazon
  699.00 | Prime : No |  | +   60.00 Delivery	New	Shiva Assosciates | 3.5 out of 5 stars  | 67% positive. | 6 total rating	Not fulfilled by Amazon | 8-10 days
  799.00 | Prime : No |  | +   75.00 Delivery	New	LVDV | 4 out of 5 stars  | 73% positive | 19 total rating	Not fulfilled by Amazon | 10-11 days
