Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Adventure Hut	932.00	9		0.0	1.0	3	56%	1	0	1	2020-07-16 02:16:48.485906
Harricane	1049.00	249		117.0	1.1255	3.5	65%	1	0	0	2020-07-16 02:16:48.485906
CHVE	1079.00	42		147.0	1.1577	4.5	88%	1	0	0	2020-07-16 02:16:48.485906
Click At Luggage	1080.00	713		148.0	1.1588	4.5	95%	1	0	0	2020-07-16 02:16:48.485906
NAMO DIGITAL INDIA	1199.00	100	5-6 days	267.0	1.2865	4	83%	0	0	0	2020-07-16 02:16:48.485906
Bag Square	1320.00	19	5-7 days	388.0	1.4163	4	80%	0	0	0	2020-07-16 02:16:48.485906
Verizoni LLC	1379.00			447.0	1.4796	3.5	70%	1	0	0	2020-07-16 02:16:48.485906
Cloud retail india	1399.00	9		467.0	1.5011	4	78%	0	0	0	2020-07-16 02:16:48.485906
