Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
SAUDAGAR	1700.00			0.0	1.0	4	75%	1	0	1	2020-07-16 02:16:48.485906
ITWorld India	2029.00	5		329.0	1.1935	4	80%	1	0	0	2020-07-16 02:16:48.485906
ZRPL	2599.00			899.0	1.5288	4.5	86%	1	0	0	2020-07-16 02:16:48.485906
