Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
DEALS AMAZING	1028.00			0.0	1.0	4	80%	1	0	0	2020-08-01 15:59:23.115188
AnandEnterprisesForU	1028.00	11		0.0	1.0	3.5	73%	1	0	0	2020-08-01 15:59:23.115188
RS ENTERPRISES	1028.00	19		0.0	1.0	4	79%	1	0	0	2020-08-01 15:59:23.115188
Earth industries	1028.00	29		0.0	1.0	3	44%	1	0	1	2020-08-01 15:59:23.115188
TODAY'S DEAL	1028.00			0.0	1.0	4	81%	1	0	0	2020-08-01 15:59:23.115188
BAGSANDLUGGAGE	1028.00	36	11-15 days	0.0	1.0	2.5	45%	0	0	0	2020-08-01 15:59:23.115188
A Bags world	1059.50	62		31.5	1.0306	3.5	69%	1	0	0	2020-08-01 15:59:23.115188
BAGS HI BAG	1063.00	72		35.0	1.034	3.5	68%	1	0	0	2020-08-01 15:59:23.115188
THE CONNECT	1066.00	8	8-9 days	38.0	1.037	4	75%	0	0	0	2020-08-01 15:59:23.115188
E-TECH RETAIL	1099.00	1	9-11 days	71.0	1.0691	5	100%	0	0	0	2020-08-01 15:59:23.115188
AnandEnterprisesForU	1028.00	11		0.0	1.0	3.5	73%	1	0	0	2020-08-01 15:59:23.115188
Earth industries	1028.00	29		0.0	1.0	3	44%	1	0	1	2020-08-01 15:59:23.115188
cloudind	1130.00			102.0	1.0992	4.5	93%	0	0	0	2020-08-01 15:59:23.115188
CONCEPTENTERPRISES	1199.00		8-9 days	171.0	1.1663			0	0	0	2020-08-01 15:59:23.115188
Standard enterprise	1247.00			219.0	1.213	4	100%	0	0	0	2020-08-01 15:59:23.115188
Viva Bags	1249.00	1		221.0	1.215	4	75%	0	0	0	2020-08-01 15:59:23.115188
BagStop	1175.00	8	11-15 days	147.0	1.143	3.5	57%	0	0	0	2020-08-01 15:59:23.115188
Backpack World	1290.00	58		262.0	1.2549	4	85%	0	0	0	2020-08-01 15:59:23.115188
Deepsum Bags	1900.00		8-9 days	872.0	1.8482	5	100%	0	0	0	2020-08-01 15:59:23.115188
gsienterprises	1918.00	4		890.0	1.8658	3	50%	0	0	0	2020-08-01 15:59:23.115188
BAGSANDLUGGAGE	1028.00	6	11-15 days	0.0	1.0	2.5	45%	0	0	0	2020-08-01 15:59:23.115188
BAGS HI BAG	1063.00	36		35.0	1.034	3.5	68%	1	0	0	2020-08-01 15:59:23.115188
E-TECH RETAIL	1099.00	72	9-11 days	71.0	1.0691	5	100%	0	0	0	2020-08-01 15:59:23.115188
CONCEPTENTERPRISES	1199.00	1	8-9 days	171.0	1.1663			0	0	0	2020-08-01 15:59:23.115188
Viva Bags	1249.00			221.0	1.215	4	75%	0	0	0	2020-08-01 15:59:23.115188
Backpack World	1290.00			262.0	1.2549	4	85%	0	0	0	2020-08-01 15:59:23.115188
