Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Ocean eStores	534.00	17		0.0	1.0	3.5	65%	1	0	1	2020-07-17 03:56:27.138490
LAPPYS	999.00	57	5-6 days	465.0	1.8708	4	71%	0	0	0	2020-07-17 03:56:27.138490
