Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Digitaly yours	1436.00	36	8-9 days	0.0	1.0	3	53%	0	0	0	2020-07-26 08:21:49.615870
Earth industries	1454.00	29		18.0	1.0125	3	44%	1	0	1	2020-07-26 08:21:49.615870
Olympia Industries Ltd	1486.00			50.0	1.0348	4.5	89%	1	0	0	2020-07-26 08:21:49.615870
E-Shop Retail	1500.00	80		64.0	1.0446	4.5	85%	1	0	0	2020-07-26 08:21:49.615870
Desert Retail	1596.00	28		160.0	1.1114	4	79%	0	0	0	2020-07-26 08:21:49.615870
E-TECH RETAIL	1599.00	1	14-15 days	163.0	1.1135	5	100%	0	0	0	2020-07-26 08:21:49.615870
Backpack World	1650.00		7-8 days	214.0	1.149	4.5	89%	0	0	0	2020-07-26 08:21:49.615870
Nasher Miles Private Limited	1699.00			263.0	1.1831	5	97%	1	0	0	2020-07-26 08:21:49.615870
Net Distribution Services Pvt Ltd	1700.00	777		264.0	1.1838	4.5	86%	1	0	0	2020-07-26 08:21:49.615870
LAHAR SELECTION	1999.00		8-9 days	563.0	1.3921			0	0	0	2020-07-26 08:21:49.615870
The Skool Shoppe	2080.00			644.0	1.4485			0	0	0	2020-07-26 08:21:49.615870
