Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1197.00			0.0	1.0	4.5	90%	1	1	1	2020-07-26 04:23:09.451987
Atlantic LLC	1399.00	70		202.0	1.1688	4	82%	1	0	0	2020-07-26 04:23:09.451987
