Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	809.00			0.0	1.0	4.5	90%	1	1	1	2020-07-26 14:58:51.445655
SHAURYA RETAILS	815.00	57		6.0	1.0074	3	56%	0	0	0	2020-07-26 14:58:51.445655
Multi Brand Factory	999.00	1		190.0	1.2349	5	100%	0	0	0	2020-07-26 14:58:51.445655
Puma Sports India	1169.00			360.0	1.445	4	78%	1	0	0	2020-07-26 14:58:51.445655
Discount Junction	1259.00	414		450.0	1.5562	3.5	63%	0	0	0	2020-07-26 14:58:51.445655
Timex Avtansh	1259.00	2	7-8 days	450.0	1.5562	5	100%	0	0	0	2020-07-26 14:58:51.445655
59 Sales	1259.00	54	8-9 days	450.0	1.5562	4	80%	0	0	0	2020-07-26 14:58:51.445655
