Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	599.00			0.0	1.0	4.5	90%	1	1	1	2020-07-13 10:19:34.703269
LAVIE*	1874.00	1	11-13 days	1275.0	3.1285	4	100%	0	0	0	2020-07-13 10:19:34.703269
