Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
dealgram	975.00	6	6-8 days	0.0	1.0	3.5	67%	0	0	0	2020-07-15 05:12:47.570514
BAG STREET	985.00	375		10.0	1.0103	4.5	91%	1	0	1	2020-07-15 05:12:47.570514
A-2 Solution	1149.00	1		174.0	1.1785	4	100%	1	0	0	2020-07-15 05:12:47.570514
RockON	1214.00	3	8-11 days	239.0	1.2451	2.5	33%	0	0	0	2020-07-15 05:12:47.570514
Titan Company LTD	1230.00	130	6-7 days	255.0	1.2615	4.5	85%	0	0	0	2020-07-15 05:12:47.570514
Cloudnine	1245.00	24	6-7 days	270.0	1.2769	3.5	64%	0	0	0	2020-07-15 05:12:47.570514
ABS Attache and Bags Store	1500.00	25	7-8 days	525.0	1.5385	4	80%	0	0	0	2020-07-15 05:12:47.570514
Harricane	1895.00	249		920.0	1.9436	3.5	65%	1	0	0	2020-07-15 05:12:47.570514
