Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Avon Lifestyle Pvt Ltd	929.00	438		0.0	1.0	4	69%	1	0	0	2020-08-03 02:27:47.740648
Appario Retail Private Ltd	929.00			0.0	1.0	4.5	88%	1	1	1	2020-08-03 02:27:47.740648
