Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Zero7 Enterprise	2745.00	168		0.0	1.0	4.5	87%	1	0	0	2020-07-16 19:13:20.414323
Perusal	2745.00	641		0.0	1.0	4.5	89%	1	0	0	2020-07-16 19:13:20.414323
Cloudtail India	2745.00			0.0	1.0	4.5	90%	1	1	1	2020-07-16 19:13:20.414323
ND Commerce Bangalore	2745.00	1	6-7 days	0.0	1.0	4	100%	0	0	0	2020-07-16 19:13:20.414323
