Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
HAPPY BEAM	1100.00	2	11-12 days	0.0	1.0	3	50%	0	0	1	2020-07-31 16:38:54.702782
Cloudtail India	1237.00			137.0	1.1245	4.5	89%	1	1	0	2020-07-31 16:38:54.702782
Atlantic LLC	1240.00	70		140.0	1.1273	4	82%	1	0	0	2020-07-31 16:38:54.702782
Olympia Industries Ltd	1393.00			293.0	1.2664	4.5	89%	1	0	0	2020-07-31 16:38:54.702782
Discount Junction	1969.00	416		869.0	1.79	3.5	62%	0	0	0	2020-07-31 16:38:54.702782
Timex Avtansh	1969.00	2	7-9 days	869.0	1.79	5	100%	0	0	0	2020-07-31 16:38:54.702782
