Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
SKY VENTURE	1945.00			0.0	1.0	4.5	92%	1	0	1	2020-07-30 23:18:02.112345
UniqueClick	2490.00			545.0	1.2802	4	71%	1	0	0	2020-07-30 23:18:02.112345
