Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	679.00			0.0	1.0	4.5	90%	1	1	1	2020-07-23 17:28:34.537343
SHAURYA RETAILS	680.00	56		1.0	1.0015	3.5	57%	0	0	0	2020-07-23 17:28:34.537343
Puma Sports India	899.00			220.0	1.324	4	79%	1	0	0	2020-07-23 17:28:34.537343
Multi Brand Factory	899.00	1	6-7 days	220.0	1.324	5	100%	0	0	0	2020-07-23 17:28:34.537343
59 Sales	1049.00	54	8-10 days	370.0	1.5449	4	81%	0	0	0	2020-07-23 17:28:34.537343
Timex Avtansh	1049.00	2	6-7 days	370.0	1.5449	5	100%	0	0	0	2020-07-23 17:28:34.537343
