Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
FUR JADEN	899.00	773		0.0	1.0	4.5	87%	1	0	1	2020-08-27 15:53:02.379313
Cloudtail India	899.00			0.0	1.0	4.5	89%	1	1	0	2020-08-27 15:53:02.379313
