Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
SanSac Global	1434.00	8		0.0	1.0	2.5	50%	1	0	1	2020-07-27 02:29:36.841838
Digitaly yours	1436.00	36	7-8 days	2.0	1.0014	3	53%	0	0	0	2020-07-27 02:29:36.841838
Earth industries	1454.00	29		20.0	1.0139	3	44%	1	0	0	2020-07-27 02:29:36.841838
Olympia Industries Ltd	1486.00			52.0	1.0363	4.5	89%	1	0	0	2020-07-27 02:29:36.841838
Desert Retail	1596.00	28		162.0	1.113	4	79%	0	0	0	2020-07-27 02:29:36.841838
E-TECH RETAIL	1599.00	1	13-14 days	165.0	1.1151	5	100%	0	0	0	2020-07-27 02:29:36.841838
Backpack World	1650.00		6-7 days	216.0	1.1506	4.5	89%	0	0	0	2020-07-27 02:29:36.841838
Nasher Miles Private Limited	1699.00			265.0	1.1848	5	97%	1	0	0	2020-07-27 02:29:36.841838
Net Distribution Services Pvt Ltd	1700.00	778		266.0	1.1855	4.5	86%	1	0	0	2020-07-27 02:29:36.841838
LAHAR SELECTION	1999.00		7-8 days	565.0	1.394			0	0	0	2020-07-27 02:29:36.841838
The Skool Shoppe	2080.00			646.0	1.4505			0	0	0	2020-07-27 02:29:36.841838
