Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India Online	9898.00		23-30 days	0.0	1.0	3	46%	0	0	0	2020-07-31 23:14:08.133475
Kiron	18070.00	477	31-45 days	8172.0	1.8256	5	100%	0	0	0	2020-07-31 23:14:08.133475
