Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
STS Shop	19168.00		11-19 days	0.0	1.0	3.5	60%	0	0	0	2020-07-31 23:14:08.133475
Cart2India Online	24190.00		23-30 days	5022.0	1.262	3	46%	0	0	0	2020-07-31 23:14:08.133475
Cart2India SLP	24190.00		23-30 days	5022.0	1.262	3	44%	0	0	0	2020-07-31 23:14:08.133475
Kiron	33720.00	477	31-45 days	14552.0	1.7592	5	100%	0	0	0	2020-07-31 23:14:08.133475
