Price + Delivery	Condition	Seller Information	Delivery
  9,990.00 | Prime : Yes |  | Pay on Delivery eligible	New	Edifier online store | 4.5 out of 5 stars  | 88% positive | 163 total rating	Fullfilled by Amazon
  44,500.00 | Prime : No |  | FREE Delivery.	New	Kiron | 5 out of 5 stars  | 100% positive | 476 total rating	Not fulfilled by Amazon | 11-19 days
